Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,shipping date (DateOrders),Shipping Mode,Shipping_Id
2,4,Advance shipping,0,9/21/2016 1:02,Standard Class,26942
2,4,Advance shipping,0,12/28/2016 5:07,Standard Class,26949
2,4,Advance shipping,0,12/15/2016 15:49,Standard Class,26951
2,4,Advance shipping,0,11/27/2016 18:38,Standard Class,26954
2,4,Advance shipping,0,11-06-2016 07:38,Standard Class,26965
2,4,Advance shipping,0,9/28/2016 16:58,Standard Class,26966
2,4,Advance shipping,0,10/31/2016 8:00,Standard Class,26969
2,4,Advance shipping,0,10/16/2017 18:01,Standard Class,26977
2,4,Advance shipping,0,10/16/2017 23:16,Standard Class,26983
2,4,Advance shipping,0,11-01-2017 21:09,Standard Class,26984
2,4,Advance shipping,0,10/29/2017 10:49,Standard Class,26986
2,4,Advance shipping,0,11-01-2017 01:53,Standard Class,26988
2,4,Advance shipping,0,11-03-2017 08:11,Standard Class,26992
2,4,Advance shipping,0,10/14/2017 4:42,Standard Class,27005
2,4,Advance shipping,0,10/31/2017 10:07,Standard Class,27006
2,4,Advance shipping,0,10/30/2017 14:50,Standard Class,27010
2,4,Advance shipping,0,09-04-2015 19:16,Standard Class,27026
2,4,Advance shipping,0,10/21/2017 8:22,Standard Class,27040
2,4,Advance shipping,0,10/25/2015 10:58,Standard Class,27045
2,4,Advance shipping,0,06-08-2015 13:26,Standard Class,27046
2,4,Advance shipping,0,10-09-2017 05:35,Standard Class,27047
2,4,Advance shipping,0,7/31/2015 6:11,Standard Class,27059
2,4,Advance shipping,0,07-10-2015 17:57,Standard Class,27060
2,4,Advance shipping,0,11-09-2017 14:50,Standard Class,27061
2,4,Advance shipping,0,09-11-2015 00:10,Standard Class,27064
2,4,Advance shipping,0,07-06-2017 18:51,Standard Class,27069
2,4,Advance shipping,0,09-01-2015 05:26,Standard Class,27076
2,4,Advance shipping,0,7/13/2017 13:46,Standard Class,27082
2,4,Advance shipping,0,6/28/2015 9:54,Standard Class,27083
2,4,Advance shipping,0,11-07-2017 17:17,Standard Class,27087
2,4,Advance shipping,0,10/26/2017 18:00,Standard Class,27088
2,4,Advance shipping,0,09-02-2015 16:28,Standard Class,27090
2,4,Advance shipping,0,7/21/2015 7:57,Standard Class,27097
2,4,Advance shipping,0,08-02-2015 23:00,Standard Class,27102
2,4,Advance shipping,0,7/24/2015 11:16,Standard Class,27107
2,4,Advance shipping,0,6/18/2015 22:11,Standard Class,27116
2,4,Advance shipping,0,5/23/2015 15:34,Standard Class,27120
2,4,Advance shipping,0,01-10-2015 07:10,Standard Class,27149
2,4,Advance shipping,0,9/22/2017 21:12,Standard Class,27160
2,4,Advance shipping,0,8/30/2017 16:09,Standard Class,27170
2,4,Advance shipping,0,08-08-2017 18:38,Standard Class,27179
2,4,Advance shipping,0,7/23/2017 17:15,Standard Class,27183
2,4,Advance shipping,0,7/13/2017 15:31,Standard Class,27187
2,4,Advance shipping,0,5/29/2017 0:42,Standard Class,27200
2,4,Advance shipping,0,8/21/2017 18:27,Standard Class,27222
2,4,Advance shipping,0,08-01-2017 18:28,Standard Class,27228
2,4,Advance shipping,0,7/29/2017 18:39,Standard Class,27229
2,4,Advance shipping,0,7/22/2017 6:13,Standard Class,27230
2,4,Advance shipping,0,07-12-2017 18:30,Standard Class,27233
2,4,Advance shipping,0,6/15/2017 14:51,Standard Class,27239
2,4,Advance shipping,0,06-04-2017 23:06,Standard Class,27242
2,4,Advance shipping,0,03-11-2017 20:36,Standard Class,27266
2,4,Advance shipping,0,02-04-2017 02:15,Standard Class,27271
2,4,Advance shipping,0,1/17/2017 12:05,Standard Class,27272
2,4,Advance shipping,0,12/31/2016 6:41,Standard Class,27275
2,4,Advance shipping,0,12/20/2016 0:55,Standard Class,27281
2,4,Advance shipping,0,12-08-2016 15:39,Standard Class,27282
2,4,Advance shipping,0,10-03-2016 05:35,Standard Class,27295
2,4,Advance shipping,0,10-01-2016 01:02,Standard Class,27296
2,4,Advance shipping,0,08-01-2016 12:51,Standard Class,27307
2,4,Advance shipping,0,6/22/2016 4:09,Standard Class,27314
2,4,Advance shipping,0,5/13/2016 11:13,Standard Class,27320
2,4,Advance shipping,0,05-08-2016 08:35,Standard Class,27322
2,4,Advance shipping,0,4/23/2016 18:15,Standard Class,27329
2,4,Advance shipping,0,12/14/2015 10:54,Standard Class,27354
2,4,Advance shipping,0,09-03-2015 22:15,Standard Class,27370
2,4,Advance shipping,0,7/21/2015 2:41,Standard Class,27377
2,4,Advance shipping,0,7/16/2015 15:50,Standard Class,27379
2,4,Advance shipping,0,05-06-2015 22:25,Standard Class,27394
2,4,Advance shipping,0,1/21/2015 16:26,Standard Class,27418
2,4,Advance shipping,0,8/16/2017 19:19,Standard Class,27431
2,4,Advance shipping,0,08-02-2017 01:29,Standard Class,27434
2,4,Advance shipping,0,6/16/2017 13:38,Standard Class,27449
2,4,Advance shipping,0,06-12-2017 04:32,Standard Class,27451
2,4,Advance shipping,0,5/18/2017 22:57,Standard Class,27456
2,4,Advance shipping,0,09-03-2017 20:00,Standard Class,27470
2,4,Advance shipping,0,07-02-2017 18:31,Standard Class,27493
2,4,Advance shipping,0,06-03-2017 13:49,Standard Class,27508
2,4,Advance shipping,0,5/28/2017 5:25,Standard Class,27510
2,4,Advance shipping,0,5/16/2017 6:08,Standard Class,27512
2,4,Advance shipping,0,05-12-2017 02:18,Standard Class,27515
2,4,Advance shipping,0,8/22/2017 13:43,Standard Class,27527
2,4,Advance shipping,0,8/19/2017 22:39,Standard Class,27528
2,4,Advance shipping,0,8/15/2017 18:48,Standard Class,27530
2,4,Advance shipping,0,06-02-2017 23:49,Standard Class,27553
2,4,Advance shipping,0,8/13/2017 16:00,Standard Class,27570
2,4,Advance shipping,0,07-12-2017 13:15,Standard Class,27579
2,4,Advance shipping,0,4/22/2017 14:35,Standard Class,27607
2,4,Advance shipping,0,04-03-2017 22:08,Standard Class,27610
2,4,Advance shipping,0,03-10-2017 13:04,Standard Class,27611
2,4,Advance shipping,0,2/15/2017 2:46,Standard Class,27616
2,4,Advance shipping,0,02-10-2017 21:10,Standard Class,27618
2,4,Advance shipping,0,11-07-2016 16:55,Standard Class,27636
2,4,Advance shipping,0,10/31/2016 0:59,Standard Class,27640
2,4,Advance shipping,0,9/29/2016 10:29,Standard Class,27647
2,4,Advance shipping,0,8/30/2016 21:03,Standard Class,27653
2,4,Advance shipping,0,8/19/2016 4:46,Standard Class,27658
2,4,Advance shipping,0,8/18/2016 16:30,Standard Class,27659
2,4,Advance shipping,0,6/15/2016 9:14,Standard Class,27678
2,4,Advance shipping,0,5/16/2016 4:01,Standard Class,27683
2,4,Advance shipping,0,05-09-2016 12:37,Standard Class,27685
2,4,Advance shipping,0,04-10-2016 06:11,Standard Class,27688
2,4,Advance shipping,0,3/20/2016 0:25,Standard Class,27692
2,4,Advance shipping,0,03-02-2016 01:30,Standard Class,27696
2,4,Advance shipping,0,02-03-2016 07:51,Standard Class,27701
2,4,Advance shipping,0,12/28/2015 18:14,Standard Class,27708
2,4,Advance shipping,0,8/20/2015 16:40,Standard Class,27737
2,4,Advance shipping,0,8/20/2015 14:55,Standard Class,27738
2,4,Advance shipping,0,06-11-2015 16:46,Standard Class,27756
2,4,Advance shipping,0,06-07-2015 11:10,Standard Class,27761
2,4,Advance shipping,0,04-03-2015 12:08,Standard Class,27780
2,4,Advance shipping,0,3/19/2015 7:46,Standard Class,27783
2,4,Advance shipping,0,8/20/2017 9:10,Standard Class,27801
2,4,Advance shipping,0,08-02-2017 11:59,Standard Class,27805
2,4,Advance shipping,0,7/16/2017 20:36,Standard Class,27810
2,4,Advance shipping,0,4/25/2017 7:24,Standard Class,27822
2,4,Advance shipping,0,08-11-2017 21:58,Standard Class,27830
2,4,Advance shipping,0,08-07-2017 18:07,Standard Class,27831
2,4,Advance shipping,0,08-06-2017 01:49,Standard Class,27834
2,4,Advance shipping,0,7/19/2017 23:55,Standard Class,27836
2,4,Advance shipping,0,07-08-2017 19:54,Standard Class,27837
2,4,Advance shipping,0,6/14/2017 10:50,Standard Class,27847
2,4,Advance shipping,0,06-05-2017 06:07,Standard Class,27851
2,4,Advance shipping,0,5/20/2017 6:29,Standard Class,27855
2,4,Advance shipping,0,08-12-2017 13:43,Standard Class,27873
2,4,Advance shipping,0,08-04-2017 13:02,Standard Class,27876
2,4,Advance shipping,0,7/17/2017 1:51,Standard Class,27882
2,4,Advance shipping,0,7/14/2017 12:32,Standard Class,27883
2,4,Advance shipping,0,07-05-2017 14:50,Standard Class,27885
2,4,Advance shipping,0,6/23/2017 6:47,Standard Class,27891
2,4,Advance shipping,0,05-12-2017 19:49,Standard Class,27898
2,4,Advance shipping,0,05-05-2017 02:08,Standard Class,27900
2,4,Advance shipping,0,09-08-2017 19:07,Standard Class,27905
2,4,Advance shipping,0,7/27/2017 10:36,Standard Class,27917
2,4,Advance shipping,0,7/24/2017 17:47,Standard Class,27922
2,4,Advance shipping,0,7/22/2017 13:14,Standard Class,27923
2,4,Advance shipping,0,6/24/2017 19:34,Standard Class,27927
2,4,Advance shipping,0,6/17/2017 15:54,Standard Class,27932
2,4,Advance shipping,0,6/14/2017 14:20,Standard Class,27933
2,4,Advance shipping,0,06-10-2017 01:44,Standard Class,27934
2,4,Advance shipping,0,06-07-2017 19:25,Standard Class,27936
2,4,Advance shipping,0,05-12-2017 12:48,Standard Class,27943
2,4,Advance shipping,0,05-07-2017 08:26,Standard Class,27944
2,4,Advance shipping,0,8/29/2017 19:08,Standard Class,27951
2,4,Advance shipping,0,8/14/2017 14:46,Standard Class,27955
2,4,Advance shipping,0,7/22/2017 21:59,Standard Class,27962
2,4,Advance shipping,0,6/25/2017 4:20,Standard Class,27968
2,4,Advance shipping,0,6/18/2017 14:41,Standard Class,27969
2,4,Advance shipping,0,06-04-2017 14:21,Standard Class,27973
2,4,Advance shipping,0,05-10-2017 11:45,Standard Class,27982
2,4,Advance shipping,0,05-04-2017 19:07,Standard Class,27986
2,4,Advance shipping,0,09-12-2017 15:58,Standard Class,27987
2,4,Advance shipping,0,8/27/2017 16:20,Standard Class,27995
2,4,Advance shipping,0,8/25/2017 22:17,Standard Class,27996
2,4,Advance shipping,0,7/20/2017 19:11,Standard Class,28001
2,4,Advance shipping,0,7/18/2017 2:22,Standard Class,28003
2,4,Advance shipping,0,05-05-2017 14:23,Standard Class,28026
2,4,Advance shipping,0,09-09-2017 21:24,Standard Class,28029
2,4,Advance shipping,0,7/31/2017 10:56,Standard Class,28044
2,4,Advance shipping,0,07-05-2017 23:35,Standard Class,28050
2,4,Advance shipping,0,5/24/2017 6:50,Standard Class,28060
2,4,Advance shipping,0,1/19/2018 11:45,Standard Class,28072
2,4,Advance shipping,0,1/19/2018 8:15,Standard Class,28082
2,4,Advance shipping,0,1/19/2018 1:14,Standard Class,28102
2,4,Advance shipping,0,1/18/2018 23:29,Standard Class,28107
2,4,Advance shipping,0,1/18/2018 19:59,Standard Class,28117
2,4,Advance shipping,0,1/18/2018 18:14,Standard Class,28122
2,4,Advance shipping,0,1/18/2018 16:29,Standard Class,28127
2,4,Advance shipping,0,1/18/2018 14:44,Standard Class,28132
2,4,Advance shipping,0,1/18/2018 12:59,Standard Class,28137
2,4,Advance shipping,0,1/18/2018 11:14,Standard Class,28142
2,4,Advance shipping,0,1/18/2018 7:43,Standard Class,28152
2,4,Advance shipping,0,1/18/2018 4:13,Standard Class,28162
2,4,Advance shipping,0,1/18/2018 0:43,Standard Class,28172
2,4,Advance shipping,0,1/17/2018 22:58,Standard Class,28177
2,4,Advance shipping,0,1/17/2018 21:13,Standard Class,28182
2,4,Advance shipping,0,1/17/2018 17:42,Standard Class,28192
2,4,Advance shipping,0,1/17/2018 15:57,Standard Class,28197
2,4,Advance shipping,0,1/17/2018 12:27,Standard Class,28207
2,4,Advance shipping,0,1/17/2018 10:42,Standard Class,28212
2,4,Advance shipping,0,1/17/2018 8:57,Standard Class,28217
2,4,Advance shipping,0,1/17/2018 5:27,Standard Class,28227
2,4,Advance shipping,0,1/17/2018 1:57,Standard Class,28237
2,4,Advance shipping,0,1/17/2018 0:11,Standard Class,28242
2,4,Advance shipping,0,1/16/2018 20:41,Standard Class,28252
2,4,Advance shipping,0,1/16/2018 15:26,Standard Class,28267
2,4,Advance shipping,0,1/16/2018 13:41,Standard Class,28272
2,4,Advance shipping,0,1/16/2018 11:56,Standard Class,28277
2,4,Advance shipping,0,1/16/2018 6:40,Standard Class,28292
2,4,Advance shipping,0,1/16/2018 1:25,Standard Class,28307
2,4,Advance shipping,0,1/15/2018 23:40,Standard Class,28312
2,4,Advance shipping,0,1/15/2018 21:55,Standard Class,28317
2,4,Advance shipping,0,1/15/2018 20:10,Standard Class,28322
2,4,Advance shipping,0,1/15/2018 13:09,Standard Class,28342
2,4,Advance shipping,0,12-10-2017 11:48,Standard Class,28347
2,4,Advance shipping,0,12-10-2017 10:03,Standard Class,28352
2,4,Advance shipping,0,12-10-2017 08:18,Standard Class,28357
2,4,Advance shipping,0,12-10-2017 06:33,Standard Class,28362
2,4,Advance shipping,0,12-10-2017 04:48,Standard Class,28367
2,4,Advance shipping,0,12-10-2017 03:03,Standard Class,28372
2,4,Advance shipping,0,12-10-2017 01:18,Standard Class,28377
2,4,Advance shipping,0,12-09-2017 23:33,Standard Class,28382
2,4,Advance shipping,0,12-09-2017 20:02,Standard Class,28392
2,4,Advance shipping,0,12-09-2017 18:17,Standard Class,28397
2,4,Advance shipping,0,12-09-2017 16:32,Standard Class,28402
2,4,Advance shipping,0,12-09-2017 06:02,Standard Class,28432
2,4,Advance shipping,0,12-09-2017 04:16,Standard Class,28437
2,4,Advance shipping,0,12-09-2017 02:31,Standard Class,28442
2,4,Advance shipping,0,12-09-2017 00:46,Standard Class,28447
2,4,Advance shipping,0,12-08-2017 19:31,Standard Class,28462
2,4,Advance shipping,0,12-08-2017 17:46,Standard Class,28467
2,4,Advance shipping,0,12-08-2017 14:16,Standard Class,28477
2,4,Advance shipping,0,12-08-2017 12:31,Standard Class,28482
2,4,Advance shipping,0,12-08-2017 05:30,Standard Class,28502
2,4,Advance shipping,0,12-07-2017 17:14,Standard Class,28537
2,4,Advance shipping,0,12-07-2017 15:29,Standard Class,28542
2,4,Advance shipping,0,12-07-2017 13:44,Standard Class,28547
2,4,Advance shipping,0,12-07-2017 11:59,Standard Class,28552
2,4,Advance shipping,0,12-07-2017 10:14,Standard Class,28557
2,4,Advance shipping,0,12-07-2017 08:29,Standard Class,28562
2,4,Advance shipping,0,12-07-2017 04:59,Standard Class,28572
2,4,Advance shipping,0,12-07-2017 03:14,Standard Class,28577
2,4,Advance shipping,0,10-03-2017 19:58,Standard Class,28603
2,4,Advance shipping,0,10-03-2017 09:27,Standard Class,28606
2,4,Advance shipping,0,10-01-2017 20:40,Standard Class,28619
2,4,Advance shipping,0,10-01-2017 11:54,Standard Class,28623
2,4,Advance shipping,0,9/30/2017 2:37,Standard Class,28628
2,4,Advance shipping,0,9/28/2017 17:20,Standard Class,28637
2,4,Advance shipping,0,9/27/2017 22:04,Standard Class,28644
2,4,Advance shipping,0,9/27/2017 4:33,Standard Class,28653
2,4,Advance shipping,0,9/27/2017 1:03,Standard Class,28654
2,4,Advance shipping,0,9/26/2017 19:48,Standard Class,28655
2,4,Advance shipping,0,9/25/2017 5:15,Standard Class,28665
2,4,Advance shipping,0,9/23/2017 16:28,Standard Class,28676
2,4,Advance shipping,0,9/22/2017 22:57,Standard Class,28681
2,4,Advance shipping,0,9/20/2017 13:09,Standard Class,28699
2,4,Advance shipping,0,9/19/2017 12:37,Standard Class,28704
2,4,Advance shipping,0,9/19/2017 3:52,Standard Class,28708
2,4,Advance shipping,0,9/19/2017 2:07,Standard Class,28710
2,4,Advance shipping,0,9/18/2017 5:05,Standard Class,28719
2,4,Advance shipping,0,9/15/2017 17:32,Standard Class,28737
2,4,Advance shipping,0,9/15/2017 14:02,Standard Class,28739
2,4,Advance shipping,0,9/14/2017 22:16,Standard Class,28745
2,4,Advance shipping,0,9/14/2017 13:30,Standard Class,28748
2,4,Advance shipping,0,9/13/2017 23:29,Standard Class,28752
2,4,Advance shipping,0,9/13/2017 2:28,Standard Class,28764
2,4,Advance shipping,0,09-09-2017 10:53,Standard Class,28801
2,4,Advance shipping,0,09-08-2017 15:37,Standard Class,28809
2,4,Advance shipping,0,09-07-2017 09:50,Standard Class,28820
2,4,Advance shipping,0,09-06-2017 18:04,Standard Class,28826
2,4,Advance shipping,0,09-06-2017 12:49,Standard Class,28828
2,4,Advance shipping,0,09-06-2017 04:03,Standard Class,28831
2,4,Advance shipping,0,09-05-2017 07:02,Standard Class,28838
2,4,Advance shipping,0,09-02-2017 14:13,Standard Class,28855
2,4,Advance shipping,0,8/31/2017 4:25,Standard Class,28867
2,4,Advance shipping,0,8/29/2017 20:53,Standard Class,28878
2,4,Advance shipping,0,8/28/2017 8:06,Standard Class,28898
2,4,Advance shipping,0,8/27/2017 19:50,Standard Class,28900
2,4,Advance shipping,0,8/25/2017 11:47,Standard Class,28918
2,4,Advance shipping,0,8/24/2017 23:31,Standard Class,28924
2,4,Advance shipping,0,8/24/2017 11:15,Standard Class,28929
2,4,Advance shipping,0,8/24/2017 2:30,Standard Class,28933
2,4,Advance shipping,0,8/23/2017 23:00,Standard Class,28935
2,4,Advance shipping,0,8/19/2017 20:54,Standard Class,28958
2,4,Advance shipping,0,8/18/2017 18:37,Standard Class,28969
2,4,Advance shipping,0,8/18/2017 11:37,Standard Class,28972
2,4,Advance shipping,0,8/18/2017 1:06,Standard Class,28977
2,4,Advance shipping,0,8/17/2017 23:21,Standard Class,28978
2,4,Advance shipping,0,8/17/2017 9:20,Standard Class,28981
2,4,Advance shipping,0,8/17/2017 7:35,Standard Class,28983
2,4,Advance shipping,0,8/16/2017 8:49,Standard Class,28987
2,4,Advance shipping,0,8/15/2017 13:33,Standard Class,28992
2,4,Advance shipping,0,8/15/2017 11:48,Standard Class,28993
2,4,Advance shipping,0,8/14/2017 4:16,Standard Class,29002
2,4,Advance shipping,0,08-12-2017 03:13,Standard Class,29021
2,4,Advance shipping,0,08-11-2017 16:42,Standard Class,29026
2,4,Advance shipping,0,08-07-2017 21:37,Standard Class,29054
2,4,Advance shipping,0,08-06-2017 21:05,Standard Class,29069
2,4,Advance shipping,0,08-05-2017 11:48,Standard Class,29083
2,4,Advance shipping,0,08-04-2017 14:47,Standard Class,29091
2,4,Advance shipping,0,08-03-2017 17:46,Standard Class,29095
2,4,Advance shipping,0,08-03-2017 03:45,Standard Class,29102
2,4,Advance shipping,0,7/31/2017 16:12,Standard Class,29120
2,4,Advance shipping,0,7/31/2017 2:11,Standard Class,29123
2,4,Advance shipping,0,7/28/2017 5:52,Standard Class,29135
2,4,Advance shipping,0,7/25/2017 14:48,Standard Class,29148
2,4,Advance shipping,0,7/25/2017 11:18,Standard Class,29150
2,4,Advance shipping,0,7/24/2017 10:46,Standard Class,29158
2,4,Advance shipping,0,7/22/2017 0:58,Standard Class,29172
2,4,Advance shipping,0,7/21/2017 5:42,Standard Class,29180
2,4,Advance shipping,0,7/19/2017 16:55,Standard Class,29194
2,4,Advance shipping,0,7/17/2017 8:51,Standard Class,29212
2,4,Advance shipping,0,7/15/2017 7:48,Standard Class,29225
2,4,Advance shipping,0,07-12-2017 22:00,Standard Class,29239
2,4,Advance shipping,0,07-12-2017 07:59,Standard Class,29247
2,4,Advance shipping,0,07-11-2017 23:14,Standard Class,29252
2,4,Advance shipping,0,07-09-2017 08:10,Standard Class,29284
2,4,Advance shipping,0,07-08-2017 02:23,Standard Class,29290
2,4,Advance shipping,0,07-07-2017 22:53,Standard Class,29294
2,4,Advance shipping,0,07-07-2017 10:37,Standard Class,29301
2,4,Advance shipping,0,07-05-2017 09:34,Standard Class,29315
2,4,Advance shipping,0,07-04-2017 14:18,Standard Class,29325
2,4,Advance shipping,0,6/30/2017 20:58,Standard Class,29352
2,4,Advance shipping,0,6/30/2017 13:58,Standard Class,29356
2,4,Advance shipping,0,6/26/2017 6:37,Standard Class,29380
2,4,Advance shipping,0,6/23/2017 3:17,Standard Class,29405
2,4,Advance shipping,0,6/20/2017 6:58,Standard Class,29431
2,4,Advance shipping,0,6/19/2017 20:27,Standard Class,29438
2,4,Advance shipping,0,6/19/2017 2:56,Standard Class,29442
2,4,Advance shipping,0,6/16/2017 8:22,Standard Class,29457
2,4,Advance shipping,0,6/15/2017 13:06,Standard Class,29464
2,4,Advance shipping,0,6/13/2017 12:03,Standard Class,29483
2,4,Advance shipping,0,6/13/2017 3:18,Standard Class,29490
2,4,Advance shipping,0,06-11-2017 05:45,Standard Class,29508
2,4,Advance shipping,0,06-09-2017 09:58,Standard Class,29520
2,4,Advance shipping,0,06-09-2017 08:13,Standard Class,29521
2,4,Advance shipping,0,06-08-2017 21:42,Standard Class,29524
2,4,Advance shipping,0,06-08-2017 18:12,Standard Class,29529
2,4,Advance shipping,0,06-08-2017 02:26,Standard Class,29533
2,4,Advance shipping,0,06-05-2017 02:37,Standard Class,29560
2,4,Advance shipping,0,06-04-2017 17:51,Standard Class,29565
2,4,Advance shipping,0,06-03-2017 19:05,Standard Class,29577
2,4,Advance shipping,0,06-03-2017 01:34,Standard Class,29579
2,4,Advance shipping,0,5/29/2017 19:58,Standard Class,29607
2,4,Advance shipping,0,5/27/2017 8:24,Standard Class,29622
2,4,Advance shipping,0,5/26/2017 6:08,Standard Class,29632
2,4,Advance shipping,0,5/25/2017 12:37,Standard Class,29637
2,4,Advance shipping,0,5/23/2017 18:34,Standard Class,29654
2,4,Advance shipping,0,5/22/2017 18:03,Standard Class,29662
2,4,Advance shipping,0,5/22/2017 2:17,Standard Class,29668
2,4,Advance shipping,0,5/21/2017 14:01,Standard Class,29672
2,4,Advance shipping,0,5/20/2017 8:14,Standard Class,29684
2,4,Advance shipping,0,5/19/2017 2:27,Standard Class,29691
2,4,Advance shipping,0,5/18/2017 21:12,Standard Class,29695
2,4,Advance shipping,0,5/17/2017 22:26,Standard Class,29703
2,4,Advance shipping,0,5/15/2017 12:37,Standard Class,29720
2,4,Advance shipping,0,5/13/2017 16:50,Standard Class,29727
2,4,Advance shipping,0,5/13/2017 6:19,Standard Class,29731
2,4,Advance shipping,0,5/13/2017 1:04,Standard Class,29733
2,4,Advance shipping,0,05-11-2017 08:46,Standard Class,29743
2,4,Advance shipping,0,05-11-2017 00:01,Standard Class,29748
2,4,Advance shipping,0,05-07-2017 18:56,Standard Class,29776
2,4,Advance shipping,0,05-07-2017 15:26,Standard Class,29777
2,4,Advance shipping,0,05-06-2017 20:10,Standard Class,29786
2,4,Advance shipping,0,05-05-2017 09:08,Standard Class,29796
2,4,Advance shipping,0,4/30/2017 20:32,Standard Class,29828
2,4,Advance shipping,0,4/30/2017 17:01,Standard Class,29829
2,4,Advance shipping,0,4/29/2017 16:30,Standard Class,29839
2,4,Advance shipping,0,4/29/2017 5:59,Standard Class,29843
2,4,Advance shipping,0,4/29/2017 4:14,Standard Class,29844
2,4,Advance shipping,0,4/28/2017 10:43,Standard Class,29852
2,4,Advance shipping,0,4/27/2017 1:26,Standard Class,29863
2,4,Advance shipping,0,4/26/2017 18:26,Standard Class,29868
2,4,Advance shipping,0,4/24/2017 20:53,Standard Class,29883
2,4,Advance shipping,0,4/23/2017 23:52,Standard Class,29892
2,4,Advance shipping,0,4/21/2017 7:03,Standard Class,29914
2,4,Advance shipping,0,4/19/2017 23:31,Standard Class,29922
2,4,Advance shipping,0,4/19/2017 18:16,Standard Class,29923
2,4,Advance shipping,0,4/17/2017 22:28,Standard Class,29943
2,4,Advance shipping,0,4/16/2017 16:42,Standard Class,29954
2,4,Advance shipping,0,4/15/2017 23:11,Standard Class,29965
2,4,Advance shipping,0,4/15/2017 10:55,Standard Class,29970
2,4,Advance shipping,0,4/15/2017 7:25,Standard Class,29971
2,4,Advance shipping,0,4/14/2017 5:08,Standard Class,29978
2,4,Advance shipping,0,4/13/2017 11:37,Standard Class,29982
2,4,Advance shipping,0,4/13/2017 6:22,Standard Class,29985
2,4,Advance shipping,0,04-12-2017 14:36,Standard Class,29993
2,4,Advance shipping,0,04-11-2017 10:34,Standard Class,29998
2,4,Advance shipping,0,04-10-2017 22:18,Standard Class,30003
2,4,Advance shipping,0,04-10-2017 15:18,Standard Class,30005
2,4,Advance shipping,0,04-08-2017 14:15,Standard Class,30017
2,4,Advance shipping,0,04-04-2017 01:39,Standard Class,30052
2,4,Advance shipping,0,04-02-2017 16:22,Standard Class,30064
2,4,Advance shipping,0,04-02-2017 09:21,Standard Class,30066
2,4,Advance shipping,0,04-01-2017 07:05,Standard Class,30077
2,4,Advance shipping,0,04-01-2017 05:20,Standard Class,30078
2,4,Advance shipping,0,04-01-2017 01:49,Standard Class,30080
2,4,Advance shipping,0,3/31/2017 17:04,Standard Class,30087
2,4,Advance shipping,0,3/31/2017 10:04,Standard Class,30089
2,4,Advance shipping,0,3/28/2017 22:30,Standard Class,30108
2,4,Advance shipping,0,3/27/2017 23:44,Standard Class,30117
2,4,Advance shipping,0,3/27/2017 6:13,Standard Class,30122
2,4,Advance shipping,0,3/26/2017 23:12,Standard Class,30124
2,4,Advance shipping,0,3/24/2017 11:39,Standard Class,30144
2,4,Advance shipping,0,3/23/2017 21:38,Standard Class,30147
2,4,Advance shipping,0,3/22/2017 22:52,Standard Class,30159
2,4,Advance shipping,0,3/21/2017 10:04,Standard Class,30167
2,4,Advance shipping,0,3/18/2017 22:31,Standard Class,30191
2,4,Advance shipping,0,3/17/2017 23:44,Standard Class,30200
2,4,Advance shipping,0,3/17/2017 13:14,Standard Class,30203
2,4,Advance shipping,0,3/15/2017 20:56,Standard Class,30224
2,4,Advance shipping,0,3/13/2017 4:08,Standard Class,30244
2,4,Advance shipping,0,3/13/2017 0:37,Standard Class,30245
2,4,Advance shipping,0,03-12-2017 22:52,Standard Class,30246
2,4,Advance shipping,0,03-12-2017 19:22,Standard Class,30248
2,4,Advance shipping,0,03-11-2017 04:50,Standard Class,30264
2,4,Advance shipping,0,03-09-2017 19:33,Standard Class,30276
2,4,Advance shipping,0,03-08-2017 10:16,Standard Class,30286
2,4,Advance shipping,0,03-08-2017 01:30,Standard Class,30288
2,4,Advance shipping,0,03-07-2017 23:45,Standard Class,30290
2,4,Advance shipping,0,03-07-2017 20:15,Standard Class,30292
2,4,Advance shipping,0,03-05-2017 15:42,Standard Class,30318
2,4,Advance shipping,0,03-05-2017 13:57,Standard Class,30320
2,4,Advance shipping,0,03-03-2017 02:23,Standard Class,30333
2,4,Advance shipping,0,03-02-2017 08:52,Standard Class,30340
2,4,Advance shipping,0,03-02-2017 03:37,Standard Class,30344
2,4,Advance shipping,0,03-01-2017 08:21,Standard Class,30349
2,4,Advance shipping,0,2/27/2017 2:03,Standard Class,30371
2,4,Advance shipping,0,2/26/2017 12:02,Standard Class,30373
2,4,Advance shipping,0,2/26/2017 8:32,Standard Class,30376
2,4,Advance shipping,0,2/26/2017 1:31,Standard Class,30379
2,4,Advance shipping,0,2/23/2017 13:58,Standard Class,30395
2,4,Advance shipping,0,2/22/2017 8:11,Standard Class,30405
2,4,Advance shipping,0,2/21/2017 14:40,Standard Class,30410
2,4,Advance shipping,0,2/21/2017 11:10,Standard Class,30413
2,4,Advance shipping,0,2/21/2017 9:25,Standard Class,30414
2,4,Advance shipping,0,2/21/2017 4:09,Standard Class,30416
2,4,Advance shipping,0,2/20/2017 8:53,Standard Class,30423
2,4,Advance shipping,0,2/20/2017 0:08,Standard Class,30427
2,4,Advance shipping,0,2/18/2017 21:51,Standard Class,30436
2,4,Advance shipping,0,2/18/2017 18:21,Standard Class,30438
2,4,Advance shipping,0,2/15/2017 8:01,Standard Class,30458
